Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,,-0.26,
5.0,,0.83,
10.0,,0.2,
15.0,,0.23,
19.9,,-0.01,
25.0,,-0.14,
30.0,,-0.11,
35.0,,-0.09,
40.0,,0.15,
45.0,,0.07,
49.9,,-0.08,
55.0,,0.08,
59.9,,0.01,
65.0,,0.12,
70.0,,0.13,
74.9,,-0.11,
80.0,,-316.61,
85.0,0.8,-475.02,0.0
90.0,0.8,-475.25,0.01
95.0,0.0,-315.24,0.01
100.0,0.0,6.03,0.01
105.0,13.9,8.47,0.08
109.9,113.7,7.7,0.65
115.0,122.1,5.52,1.26
120.0,46.3,3.65,1.49
125.0,35.4,1.85,1.66
129.9,38.1,2.01,1.85
134.9,36.4,2.07,2.04
140.0,21.0,1.89,2.14
145.0,13.1,3.1,2.21
150.0,13.0,3.84,2.27
155.0,33.1,5.67,2.44
160.0,0.0,6.14,2.44
165.0,65.6,6.37,2.77
170.0,65.6,5.03,3.09
175.0,65.5,3.9,3.42
180.0,65.0,3.07,3.75
185.0,61.5,1.8,4.05
190.0,51.8,2.62,4.31
194.9,46.1,3.27,4.54
200.0,37.7,3.35,4.73
204.9,32.6,2.35,4.9
209.9,26.0,1.52,5.03
215.0,23.2,1.34,5.14
220.0,19.8,1.49,5.24
224.9,18.4,2.01,5.33
230.0,16.3,1.19,5.41
235.0,14.9,1.31,5.49
240.0,14.5,0.71,5.56
245.0,15.2,1.19,5.64
249.9,14.8,1.42,5.71
255.0,16.3,0.8,5.79
260.0,13.3,0.94,5.86
265.0,12.7,0.27,5.92
270.0,13.0,1.04,5.99
275.0,13.1,0.43,6.05
280.0,12.7,0.59,6.12
285.0,12.3,1.12,6.18
290.0,12.1,0.59,6.24
294.9,11.9,1.21,6.3
299.9,12.2,0.37,6.36
305.0,11.3,1.07,6.41
310.0,11.6,0.6,6.47
315.0,10.9,0.61,6.53
320.0,11.1,0.43,6.58
325.0,10.4,0.21,6.63
330.0,10.9,0.64,6.69
335.0,10.4,0.0,6.74
339.9,10.4,0.72,6.79
345.0,10.8,0.74,6.85
350.0,12.4,1.08,6.91
355.0,11.5,0.91,6.97
360.0,11.9,0.64,7.03
365.0,11.6,0.57,7.08
370.0,12.1,0.16,7.15
374.9,11.7,0.08,7.2
380.0,12.8,0.81,7.27
385.0,11.8,0.53,7.33
390.0,11.3,0.21,7.38
395.0,12.4,0.84,7.45
399.9,11.7,1.03,7.5
405.0,12.5,1.62,7.57
410.0,13.4,0.81,7.63
415.0,12.2,-0.2,7.69
420.0,13.0,0.4,7.76
425.0,13.2,0.48,7.83
429.9,13.3,0.85,7.89
435.0,12.8,0.31,7.96
440.0,13.6,0.41,8.02
445.0,12.2,0.85,8.09
450.0,13.0,0.43,8.15
455.0,11.8,1.27,8.21
459.9,13.2,0.16,8.27
465.0,12.9,0.8,8.34
470.0,13.7,0.78,8.41
475.0,13.7,-0.07,8.48
480.0,13.6,1.24,8.54
485.0,13.2,0.33,8.61
490.0,13.1,-3.05,8.68
495.0,13.0,2.01,8.74
500.0,13.1,-0.34,8.81
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
