Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,,0.44,
5.0,1.1,11.58,0.01
10.0,126.3,14.04,0.64
15.0,320.6,21.06,2.24
20.0,417.8,25.53,4.33
25.0,508.5,28.38,6.87
30.0,554.3,29.7,9.64
35.0,557.6,29.42,12.43
40.0,554.7,28.8,15.2
45.0,521.7,27.35,17.81
50.0,492.5,25.6,20.28
55.0,459.7,24.1,22.57
60.0,436.7,22.75,24.76
65.0,413.6,21.92,26.83
70.0,394.2,21.35,28.8
75.0,383.1,20.56,30.71
80.0,379.9,19.96,32.61
85.0,381.1,19.31,34.52
90.0,353.1,18.11,36.28
95.0,325.3,17.09,37.91
100.0,311.9,15.69,39.47
105.0,294.3,14.39,40.94
110.0,280.3,13.32,42.34
115.0,268.7,12.42,43.69
120.0,252.4,11.61,44.95
125.0,239.5,10.5,46.14
130.0,215.2,9.34,47.22
135.0,198.7,8.54,48.21
140.0,187.5,8.33,49.15
145.0,178.5,8.24,50.04
150.0,171.9,7.72,50.9
155.0,170.4,6.66,51.76
160.0,159.0,5.2,52.55
165.0,135.5,3.69,53.23
170.0,95.4,2.77,53.71
175.0,64.8,1.73,54.03
180.0,52.8,1.11,54.29
185.0,46.3,0.73,54.52
190.0,43.0,0.69,54.74
195.0,38.2,1.01,54.93
200.0,38.8,1.45,55.12
205.0,37.8,1.22,55.31
210.0,38.3,0.9,55.51
215.0,38.0,0.88,55.7
220.0,37.0,1.18,55.88
225.0,38.1,1.2,56.07
230.0,38.0,1.16,56.26
235.0,37.3,0.84,56.45
240.0,35.4,1.28,56.62
245.0,34.3,1.63,56.8
250.0,34.3,0.84,56.97
255.0,0.0,0.0,0.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
