Time (s),t * EHF (kJ/m2),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
0.0,0.0,,-3.6,
5.0,125.0,,4.09,
10.0,250.0,,-1.05,
15.0,375.0,,0.02,
20.0,500.0,,-0.07,
25.0,625.0,,2.1,
30.0,750.0,,1.07,
35.0,875.0,,-2.1,
40.0,1000.0,,-2.39,
45.0,1125.0,,-2.64,
50.0,1250.0,,2.24,
55.0,1375.0,,2.93,
60.0,1500.0,,3.05,
65.0,1625.0,,1.71,
70.0,1750.0,,-0.51,
75.0,1875.0,,1.93,
80.0,2000.0,,1.56,
85.0,2125.0,,3.9,
90.0,2250.0,,4.27,
95.0,2375.0,,3.29,
100.0,2500.0,,5.89,
105.0,2625.0,20.5,6.17,0.1
110.0,2750.0,55.7,6.44,0.38
115.0,2875.0,79.4,5.54,0.78
120.0,3000.0,101.6,7.35,1.29
125.0,3125.0,117.6,9.55,1.87
130.0,3250.0,121.3,10.65,2.48
135.0,3375.0,127.1,11.98,3.12
140.0,3500.0,130.4,9.54,3.77
145.0,3625.0,129.4,10.39,4.42
150.0,3750.0,126.9,10.44,5.05
155.0,3875.0,120.9,11.25,5.65
160.0,4000.0,114.0,12.72,6.22
165.0,4125.0,113.8,10.24,6.79
170.0,4250.0,110.7,9.28,7.35
175.0,4375.0,107.7,7.7,7.89
180.0,4500.0,101.8,5.45,8.39
185.0,4625.0,99.6,6.54,8.89
190.0,4750.0,98.0,3.78,9.38
195.0,4875.0,94.7,2.84,9.86
200.0,5000.0,97.8,4.22,10.34
205.0,5125.0,94.3,6.36,10.82
210.0,5250.0,88.4,8.26,11.26
215.0,5375.0,81.2,6.6,11.66
220.0,5500.0,74.8,5.87,12.04
225.0,5625.0,72.6,4.32,12.4
230.0,5750.0,70.1,4.27,12.75
235.0,5875.0,65.2,6.92,13.08
240.0,6000.0,59.3,5.29,13.37
245.0,6125.0,51.4,2.86,13.63
250.0,6250.0,46.9,3.23,13.86
255.0,6375.0,43.0,0.18,14.08
260.0,6500.0,39.6,3.11,14.28
265.0,6625.0,35.7,3.11,14.46
270.0,6750.0,29.8,-0.43,14.61
275.0,6875.0,26.0,-1.05,14.74
280.0,7000.0,18.8,-0.37,14.83
285.0,7125.0,16.5,1.45,14.91
290.0,7250.0,12.0,2.96,14.97
295.0,7375.0,10.1,2.7,15.02
300.0,7500.0,4.3,0.52,15.04
305.0,7625.0,1.8,0.73,15.05
310.0,7750.0,1.4,0.07,15.06
315.0,7875.0,2.1,-1.25,15.07
320.0,8000.0,1.4,-0.85,15.08
325.0,8125.0,0.8,0.19,15.08
330.0,8250.0,0.2,1.09,15.08
335.0,8375.0,0.5,0.93,15.08
340.0,8500.0,0.4,-0.82,15.09
345.0,8625.0,0.2,0.56,15.09
350.0,8750.0,0.8,1.86,15.09
355.0,8875.0,0.4,3.87,15.09
360.0,9000.0,1.3,0.0,15.1
365.0,9125.0,0.1,-0.12,15.1
370.0,9250.0,0.0,0.53,15.1
375.0,9375.0,0.1,0.09,15.1
380.0,9500.0,0.0,2.4,15.1
385.0,9625.0,0.1,-0.46,15.1
390.0,9750.0,1.0,1.81,15.11
395.0,9875.0,1.2,-0.39,15.11
400.0,10000.0,1.0,-0.89,15.12
405.0,10125.0,0.6,0.64,15.12
410.0,10250.0,0.5,0.83,15.12
415.0,10375.0,0.4,1.0,15.12
420.0,10500.0,1.1,2.19,15.13
425.0,10625.0,0.8,1.45,15.13
430.0,10750.0,0.0,2.23,15.13
435.0,10875.0,0.8,1.59,15.14
440.0,11000.0,0.2,0.86,15.14
445.0,11125.0,1.3,1.37,15.14
450.0,11250.0,1.2,-1.07,15.15
455.0,11375.0,0.2,-5.22,15.15
460.0,11500.0,1.1,11.63,15.16
465.0,11625.0,1.8,-5.38,15.17
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
